Log file open, 12/22/22 18:36:43
[2022.12.22-18.25.09:587][210]LogBlueprintUserMessages: [PC_RTS_C_0] 190.068.0
[2022.12.22-18.25.09:623][211]LogBlueprintUserMessages: [PC_RTS_C_0] 185.068.0
[2022.12.22-18.25.09:659][212]LogBlueprintUserMessages: [PC_RTS_C_0] 185.068.0
[2022.12.22-18.25.09:695][213]LogBlueprintUserMessages: [PC_RTS_C_0] 170.070.0
[2022.12.22-18.25.09:730][214]LogBlueprintUserMessages: [PC_RTS_C_0] 151.068.0
[2022.12.22-18.25.09:806][215]LogBlueprintUserMessages: [PC_RTS_C_0] 139.067.0
[2022.12.22-18.25.09:823][216]LogBlueprintUserMessages: [PC_RTS_C_0] 139.067.0
[2022.12.22-18.25.09:843][217]LogBlueprintUserMessages: [PC_RTS_C_0] 131.067.0
[2022.12.22-18.25.09:879][218]LogBlueprintUserMessages: [PC_RTS_C_0] 131.067.0
[2022.12.22-18.25.09:916][219]LogBlueprintUserMessages: [PC_RTS_C_0] 91.065.0
[2022.12.22-18.25.09:951][220]LogBlueprintUserMessages: [PC_RTS_C_0] 89.065.0
[2022.12.22-18.25.09:987][221]LogBlueprintUserMessages: [PC_RTS_C_0] 67.065.0
[2022.12.22-18.25.10:023][222]LogBlueprintUserMessages: [PC_RTS_C_0] 66.065.0
[2022.12.22-18.25.10:059][223]LogBlueprintUserMessages: [PC_RTS_C_0] 42.067.0
[2022.12.22-18.25.10:094][224]LogBlueprintUserMessages: [PC_RTS_C_0] 42.067.0
[2022.12.22-18.25.10:130][225]LogBlueprintUserMessages: [PC_RTS_C_0] 29.067.0
[2022.12.22-18.25.10:166][226]LogBlueprintUserMessages: [PC_RTS_C_0] 28.067.0
[2022.12.22-18.25.10:202][227]LogBlueprintUserMessages: [PC_RTS_C_0] 9.067.0
[2022.12.22-18.25.10:238][228]LogBlueprintUserMessages: [PC_RTS_C_0] 1.068.0
[2022.12.22-18.25.10:274][229]LogBlueprintUserMessages: [PC_RTS_C_0] 1.068.0
[2022.12.22-18.25.10:311][230]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:347][231]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:384][232]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:420][233]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:456][234]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:491][235]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:527][236]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:563][237]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:600][238]LogBlueprintUserMessages: [PC_RTS_C_0] 1.069.0
[2022.12.22-18.25.10:637][239]LogBlueprintUserMessages: [PC_RTS_C_0] 1.041.0
[2022.12.22-18.25.10:672][240]LogBlueprintUserMessages: [PC_RTS_C_0] 1.036.0
[2022.12.22-18.25.10:707][241]LogBlueprintUserMessages: [PC_RTS_C_0] 1.035.0
[2022.12.22-18.25.10:744][242]LogBlueprintUserMessages: [PC_RTS_C_0] 1.033.0
[2022.12.22-18.25.10:781][243]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.10:820][244]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.10:852][245]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.10:911][246]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:030][247]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:048][248]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:065][249]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:085][250]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:120][251]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:157][252]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:192][253]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:260][254]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:282][255]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:319][256]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:356][257]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:392][258]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:428][259]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:466][260]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:501][261]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:539][262]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:686][263]LogBlueprintUserMessages: [PC_RTS_C_0] 1.031.0
[2022.12.22-18.25.11:708][264]LogBlueprintUserMessages: [PC_RTS_C_0] 61.01.0
[2022.12.22-18.25.11:744][265]LogBlueprintUserMessages: [PC_RTS_C_0] 63.01.0
[2022.12.22-18.25.11:780][266]LogBlueprintUserMessages: [PC_RTS_C_0] 83.01.0
[2022.12.22-18.25.11:816][267]LogBlueprintUserMessages: [PC_RTS_C_0] 85.01.0
[2022.12.22-18.25.11:853][268]LogBlueprintUserMessages: [PC_RTS_C_0] 104.01.0
[2022.12.22-18.25.11:888][269]LogBlueprintUserMessages: [PC_RTS_C_0] 104.01.0
[2022.12.22-18.25.11:925][270]LogBlueprintUserMessages: [PC_RTS_C_0] 131.01.0
[2022.12.22-18.25.11:961][271]LogBlueprintUserMessages: [PC_RTS_C_0] 133.01.0
[2022.12.22-18.25.11:997][272]LogBlueprintUserMessages: [PC_RTS_C_0] 158.01.0
[2022.12.22-18.25.12:031][273]LogBlueprintUserMessages: [PC_RTS_C_0] 174.01.0
[2022.12.22-18.25.12:067][274]LogBlueprintUserMessages: [PC_RTS_C_0] 175.01.0
[2022.12.22-18.25.12:104][275]LogBlueprintUserMessages: [PC_RTS_C_0] 197.01.0
[2022.12.22-18.25.12:139][276]LogBlueprintUserMessages: [PC_RTS_C_0] 199.01.0
[2022.12.22-18.25.12:176][277]LogBlueprintUserMessages: [PC_RTS_C_0] 230.01.0
[2022.12.22-18.25.12:212][278]LogBlueprintUserMessages: [PC_RTS_C_0] 230.01.0
[2022.12.22-18.25.12:247][279]LogBlueprintUserMessages: [PC_RTS_C_0] 260.01.0
[2022.12.22-18.25.12:283][280]LogBlueprintUserMessages: [PC_RTS_C_0] 262.01.0
[2022.12.22-18.25.12:319][281]LogBlueprintUserMessages: [PC_RTS_C_0] 271.01.0
[2022.12.22-18.25.12:355][282]LogBlueprintUserMessages: [PC_RTS_C_0] 272.01.0
[2022.12.22-18.25.12:392][283]LogBlueprintUserMessages: [PC_RTS_C_0] 279.01.0
[2022.12.22-18.25.12:428][284]LogBlueprintUserMessages: [PC_RTS_C_0] 279.01.0
[2022.12.22-18.25.12:463][285]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:499][286]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:535][287]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:571][288]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:607][289]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:642][290]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:678][291]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:715][292]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:750][293]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:786][294]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:822][295]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:857][296]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:894][297]LogBlueprintUserMessages: [PC_RTS_C_0] 281.01.0
[2022.12.22-18.25.12:930][298]LogBlueprintUserMessages: [PC_RTS_C_0] 270.01.0
[2022.12.22-18.25.12:965][299]LogBlueprintUserMessages: [PC_RTS_C_0] 270.01.0
[2022.12.22-18.25.13:001][300]LogBlueprintUserMessages: [PC_RTS_C_0] 248.04.0
[2022.12.22-18.25.13:037][301]LogBlueprintUserMessages: [PC_RTS_C_0] 248.04.0
[2022.12.22-18.25.13:072][302]LogBlueprintUserMessages: [PC_RTS_C_0] 236.04.0
[2022.12.22-18.25.13:108][303]LogBlueprintUserMessages: [PC_RTS_C_0] 235.04.0
[2022.12.22-18.25.13:145][304]LogBlueprintUserMessages: [PC_RTS_C_0] 216.04.0
[2022.12.22-18.25.13:181][305]LogBlueprintUserMessages: [PC_RTS_C_0] 200.04.0
[2022.12.22-18.25.13:217][306]LogBlueprintUserMessages: [PC_RTS_C_0] 187.06.0
[2022.12.22-18.25.13:251][307]LogBlueprintUserMessages: [PC_RTS_C_0] 179.07.0
[2022.12.22-18.25.13:288][308]LogBlueprintUserMessages: [PC_RTS_C_0] 167.011.0
[2022.12.22-18.25.13:323][309]LogBlueprintUserMessages: [PC_RTS_C_0] 164.011.0
[2022.12.22-18.25.13:360][310]LogBlueprintUserMessages: [PC_RTS_C_0] 147.016.0
[2022.12.22-18.25.13:396][311]LogBlueprintUserMessages: [PC_RTS_C_0] 147.016.0
[2022.12.22-18.25.13:432][312]LogBlueprintUserMessages: [PC_RTS_C_0] 143.017.0
[2022.12.22-18.25.13:467][313]LogBlueprintUserMessages: [PC_RTS_C_0] 142.017.0
[2022.12.22-18.25.13:504][314]LogBlueprintUserMessages: [PC_RTS_C_0] 135.017.0
[2022.12.22-18.25.13:539][315]LogBlueprintUserMessages: [PC_RTS_C_0] 135.017.0
[2022.12.22-18.25.13:576][316]LogBlueprintUserMessages: [PC_RTS_C_0] 132.017.0
[2022.12.22-18.25.13:610][317]LogBlueprintUserMessages: [PC_RTS_C_0] 132.017.0
[2022.12.22-18.25.13:647][318]LogBlueprintUserMessages: [PC_RTS_C_0] 129.017.0
[2022.12.22-18.25.13:682][319]LogBlueprintUserMessages: [PC_RTS_C_0] 129.017.0
[2022.12.22-18.25.13:718][320]LogBlueprintUserMessages: [PC_RTS_C_0] 127.017.0
[2022.12.22-18.25.13:753][321]LogBlueprintUserMessages: [PC_RTS_C_0] 127.017.0
[2022.12.22-18.25.13:790][322]LogBlueprintUserMessages: [PC_RTS_C_0] 122.017.0
[2022.12.22-18.25.13:826][323]LogBlueprintUserMessages: [PC_RTS_C_0] 122.017.0
[2022.12.22-18.25.13:862][324]LogBlueprintUserMessages: [PC_RTS_C_0] 115.017.0
[2022.12.22-18.25.13:898][325]LogBlueprintUserMessages: [PC_RTS_C_0] 115.017.0
[2022.12.22-18.25.13:933][326]LogBlueprintUserMessages: [PC_RTS_C_0] 105.015.0
[2022.12.22-18.25.13:983][327]LogBlueprintUserMessages: [PC_RTS_C_0] 105.015.0
[2022.12.22-18.25.14:006][328]LogBlueprintUserMessages: [PC_RTS_C_0] 98.012.0
[2022.12.22-18.25.14:041][329]LogBlueprintUserMessages: [PC_RTS_C_0] 93.011.0
[2022.12.22-18.25.14:076][330]LogBlueprintUserMessages: [PC_RTS_C_0] 90.010.0
[2022.12.22-18.25.14:111][331]LogBlueprintUserMessages: [PC_RTS_C_0] 90.010.0
[2022.12.22-18.25.14:148][332]LogBlueprintUserMessages: [PC_RTS_C_0] 85.010.0
[2022.12.22-18.25.14:183][333]LogBlueprintUserMessages: [PC_RTS_C_0] 85.010.0
[2022.12.22-18.25.14:220][334]LogBlueprintUserMessages: [PC_RTS_C_0] 82.09.0
[2022.12.22-18.25.14:256][335]LogBlueprintUserMessages: [PC_RTS_C_0] 79.09.0
[2022.12.22-18.25.14:290][336]LogBlueprintUserMessages: [PC_RTS_C_0] 78.09.0
[2022.12.22-18.25.14:327][337]LogBlueprintUserMessages: [PC_RTS_C_0] 78.09.0
[2022.12.22-18.25.14:363][338]LogBlueprintUserMessages: [PC_RTS_C_0] 76.09.0
[2022.12.22-18.25.14:399][339]LogBlueprintUserMessages: [PC_RTS_C_0] 76.09.0
[2022.12.22-18.25.14:435][340]LogBlueprintUserMessages: [PC_RTS_C_0] 73.09.0
[2022.12.22-18.25.14:470][341]LogBlueprintUserMessages: [PC_RTS_C_0] 73.09.0
[2022.12.22-18.25.14:506][342]LogBlueprintUserMessages: [PC_RTS_C_0] 70.09.0
[2022.12.22-18.25.14:542][343]LogBlueprintUserMessages: [PC_RTS_C_0] 70.09.0
[2022.12.22-18.25.14:578][344]LogBlueprintUserMessages: [PC_RTS_C_0] 67.09.0
[2022.12.22-18.25.14:613][345]LogBlueprintUserMessages: [PC_RTS_C_0] 67.09.0
[2022.12.22-18.25.14:648][346]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:684][347]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:720][348]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:757][349]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:793][350]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:827][351]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:864][352]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:900][353]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:937][354]LogBlueprintUserMessages: [PC_RTS_C_0] 66.09.0
[2022.12.22-18.25.14:972][355]LogBlueprintUserMessages: [PC_RTS_C_0] 61.011.0
[2022.12.22-18.25.15:009][356]LogBlueprintUserMessages: [PC_RTS_C_0] 61.011.0
[2022.12.22-18.25.15:045][357]LogBlueprintUserMessages: [PC_RTS_C_0] 56.014.0
[2022.12.22-18.25.15:081][358]LogBlueprintUserMessages: [PC_RTS_C_0] 56.014.0
[2022.12.22-18.25.15:117][359]LogBlueprintUserMessages: [PC_RTS_C_0] 52.016.0
[2022.12.22-18.25.15:151][360]LogBlueprintUserMessages: [PC_RTS_C_0] 52.017.0
[2022.12.22-18.25.15:188][361]LogBlueprintUserMessages: [PC_RTS_C_0] 51.019.0
[2022.12.22-18.25.15:223][362]LogBlueprintUserMessages: [PC_RTS_C_0] 51.019.0
[2022.12.22-18.25.15:260][363]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:295][364]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:331][365]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:368][366]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:404][367]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:440][368]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:475][369]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:511][370]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:547][371]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:581][372]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:618][373]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:739][374]LogBlueprintUserMessages: [PC_RTS_C_0] 50.019.0
[2022.12.22-18.25.15:760][375]LogBlueprintUserMessages: [PC_RTS_C_0] 51.013.0
[2022.12.22-18.25.15:778][376]LogBlueprintUserMessages: [PC_RTS_C_0] 51.013.0
[2022.12.22-18.25.15:795][377]LogBlueprintUserMessages: [PC_RTS_C_0] 51.013.0
[2022.12.22-18.25.15:840][378]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.15:864][379]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.15:898][380]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.15:934][381]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.15:970][382]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.16:007][383]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.16:062][384]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.16:084][385]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.16:187][386]LogBlueprintUserMessages: [PC_RTS_C_0] 52.010.0
[2022.12.22-18.25.16:207][387]LogBlueprintUserMessages: [PC_RTS_C_0] 48.038.0
[2022.12.22-18.25.16:230][388]LogBlueprintUserMessages: [PC_RTS_C_0] 48.043.0
[2022.12.22-18.25.16:266][389]LogBlueprintUserMessages: [PC_RTS_C_0] 48.043.0
[2022.12.22-18.25.16:301][390]LogBlueprintUserMessages: [PC_RTS_C_0] 48.053.0
[2022.12.22-18.25.16:338][391]LogBlueprintUserMessages: [PC_RTS_C_0] 48.053.0
[2022.12.22-18.25.16:373][392]LogBlueprintUserMessages: [PC_RTS_C_0] 48.056.0
[2022.12.22-18.25.16:409][393]LogBlueprintUserMessages: [PC_RTS_C_0] 48.057.0
[2022.12.22-18.25.16:446][394]LogBlueprintUserMessages: [PC_RTS_C_0] 48.061.0
[2022.12.22-18.25.16:481][395]LogBlueprintUserMessages: [PC_RTS_C_0] 48.061.0
[2022.12.22-18.25.16:517][396]LogBlueprintUserMessages: [PC_RTS_C_0] 48.061.0
[2022.12.22-18.25.16:553][397]LogBlueprintUserMessages: [PC_RTS_C_0] 48.063.0
[2022.12.22-18.25.16:589][398]LogBlueprintUserMessages: [PC_RTS_C_0] 48.063.0
[2022.12.22-18.25.16:626][399]LogBlueprintUserMessages: [PC_RTS_C_0] 48.066.0
[2022.12.22-18.25.16:661][400]LogBlueprintUserMessages: [PC_RTS_C_0] 48.067.0
[2022.12.22-18.25.16:697][401]LogBlueprintUserMessages: [PC_RTS_C_0] 48.079.0
[2022.12.22-18.25.16:732][402]LogBlueprintUserMessages: [PC_RTS_C_0] 50.083.0
[2022.12.22-18.25.16:769][403]LogBlueprintUserMessages: [PC_RTS_C_0] 50.083.0
[2022.12.22-18.25.16:806][404]LogBlueprintUserMessages: [PC_RTS_C_0] 51.089.0
[2022.12.22-18.25.16:840][405]LogBlueprintUserMessages: [PC_RTS_C_0] 51.089.0
[2022.12.22-18.25.16:881][406]LogBlueprintUserMessages: [PC_RTS_C_0] 51.090.0
[2022.12.22-18.25.17:023][407]LogBlueprintUserMessages: [PC_RTS_C_0] 51.090.0
[2022.12.22-18.25.17:040][408]LogBlueprintUserMessages: [PC_RTS_C_0] 56.0107.0
[2022.12.22-18.25.17:058][409]LogBlueprintUserMessages: [PC_RTS_C_0] 58.0115.0
[2022.12.22-18.25.17:077][410]LogBlueprintUserMessages: [PC_RTS_C_0] 58.0115.0
[2022.12.22-18.25.17:109][411]LogBlueprintUserMessages: [PC_RTS_C_0] 60.0122.0
[2022.12.22-18.25.17:143][412]LogBlueprintUserMessages: [PC_RTS_C_0] 60.0123.0
[2022.12.22-18.25.17:180][413]LogBlueprintUserMessages: [PC_RTS_C_0] 60.0132.0
[2022.12.22-18.25.17:215][414]LogBlueprintUserMessages: [PC_RTS_C_0] 61.0132.0
[2022.12.22-18.25.17:251][415]LogBlueprintUserMessages: [PC_RTS_C_0] 64.0142.0
[2022.12.22-18.25.17:287][416]LogBlueprintUserMessages: [PC_RTS_C_0] 64.0142.0
[2022.12.22-18.25.17:420][417]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:444][418]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:467][419]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:502][420]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:538][421]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:573][422]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:608][423]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:644][424]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:679][425]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:716][426]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:752][427]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:785][428]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:826][429]LogBlueprintUserMessages: [PC_RTS_C_0] 65.0150.0
[2022.12.22-18.25.17:857][429]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.25.17:857][429]LogWorld: BeginTearingDown for /Game/Game/Maps/UEDPIE_0_RockyLevel
[2022.12.22-18.25.17:873][429]LogWorld: UWorld::CleanupWorld for RockyLevel, bSessionEnded=true, bCleanupResources=true
[2022.12.22-18.25.17:873][429]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.22-18.25.17:873][429]LogContentBundle: [Container: RockyLevel] Deleting container.
[2022.12.22-18.25.17:891][429]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.22-18.25.17:904][429]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.22-18.25.18:019][429]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.25.18:019][429]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=16
[2022.12.22-18.25.18:022][429]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=16
[2022.12.22-18.25.18:043][429]LogUObjectHash: Compacting FUObjectHashTables data took   4.88ms
[2022.12.22-18.25.18:094][430]LogPlayLevel: Display: Destroying online subsystem :Context_21
[2022.12.22-18.25.53:175][ 72]LogAudioMixer: Display: Audio Buffer Underrun (starvation) detected. InstanceID=1
[2022.12.22-18.25.54:184][ 96]LogSlate: Window 'PC_RTS' being destroyed
[2022.12.22-18.25.54:197][ 96]LogSlate: Window 'PC_RTS' being destroyed
[2022.12.22-18.25.54:217][ 96]LogWorld: UWorld::CleanupWorld for World_2, bSessionEnded=true, bCleanupResources=true
[2022.12.22-18.25.54:217][ 96]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.22-18.25.54:364][ 96]LogActorComponent: UnregisterComponent: (/Engine/Transient.EditorFloorComp) Not registered. Aborting.
[2022.12.22-18.25.54:364][ 96]LogWorld: UWorld::CleanupWorld for World_5, bSessionEnded=true, bCleanupResources=true
[2022.12.22-18.25.54:364][ 96]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.22-18.25.56:814][152]LogSlate: Window 'Content Browser' being destroyed
[2022.12.22-18.25.56:824][152]LogSlate: Window 'Content Browser' being destroyed
[2022.12.22-18.26.08:376][518]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.26.08:390][518]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.26.08:404][518]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.26.08:421][518]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-18.26.08:516][518]LogViewport: Scene viewport resized to 1251x706, mode Windowed.
[2022.12.22-18.26.12:447][581]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2022.12.22-18.26.12:469][581]LogContentBundle: [Container: RockyLevel] Generating Streaming for 0 Content Bundles.
[2022.12.22-18.26.12:473][581]LogWorldPartition: Display: GenerateStreaming started...
[2022.12.22-18.26.12:473][581]LogWorldPartition: Display: GetPartitionedActors started...
[2022.12.22-18.26.12:473][581]LogWorldPartition: Display: GetPartitionedActors took 37 us (total: 795 us)
[2022.12.22-18.26.12:479][581]LogWorldPartition: Display: GenerateStreaming took 5 ms (total: 69 ms)
[2022.12.22-18.26.12:480][581]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.22-18.26.12:480][581]PIE: New page: PIE session: RockyLevel (Dec 22, 2022, 8:26:12 PM)
[2022.12.22-18.26.12:480][581]LogPlayLevel: Creating play world package: /Game/Game/Maps/UEDPIE_0_RockyLevel
[2022.12.22-18.26.12:488][581]LogPlayLevel: PIE: StaticDuplicateObject took: (0.007336s)
[2022.12.22-18.26.12:488][581]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Game/Maps/RockyLevel.RockyLevel to /Game/Game/Maps/UEDPIE_0_RockyLevel.RockyLevel (0.007422s)
[2022.12.22-18.26.12:488][581]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.22-18.26.12:489][581]LogAIModule: Creating AISystem for world RockyLevel
[2022.12.22-18.26.12:490][581]LogWorldPartition: ULevel::OnLevelLoaded(RockyLevel)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.22-18.26.12:490][581]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.22-18.26.12:490][581]LogWorldPartition: UWorldPartition::Initialize(Asset=RockyLevel, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.22-18.26.12:493][581]LogContentBundle: [Container: RockyLevel] Creating new contrainer.
[2022.12.22-18.26.12:493][581]LogWorldPartition: Display: WorldPartition initialize took 2 ms (total: 1.85 sec)
[2022.12.22-18.26.12:493][581]LogPlayLevel: PIE: World Init took: (0.005332s)
[2022.12.22-18.26.12:667][581]LogUObjectHash: Compacting FUObjectHashTables data took   4.20ms
[2022.12.22-18.26.12:684][581]LogAudio: Display: Creating Audio Device:                 Id: 17, Scope: Unique, Realtime: True
[2022.12.22-18.26.12:684][581]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.22-18.26.12:685][581]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.22-18.26.12:685][581]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.22-18.26.12:685][581]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.22-18.26.12:685][581]LogAudioMixer: Display: 	Number of buffers to queue:			  1
